title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,contains_hacks,contains_life,contains_ideas,all_words_uppercase,all_words_lowercase
29 NEW DELICIOUS WAYS TO COOK EGGS,365,960,1744245,34,7,0,6,0,1,4.857142857142857,1,1,0.5681818181818181,False,False,False,True,False
27 WEIRD GADGET IDEAS THAT LITERALLY BLOW YOUR MIND,365,666,674817,51,9,0,8,0,2,5.666666666666667,1,1,-0.5,False,False,True,True,False
42 CRAZY USEFUL HACKS FOR EVERYDAY LIFE,365,634,3067817,39,7,0,6,0,1,5.571428571428571,1,1,-0.1666666666666666,True,True,False,True,False
34 SURVIVAL LIFE HACKS EVERY GIRL SHOULD KNOW,365,773,862711,45,8,0,7,0,1,5.625,1,1,0.0,True,True,False,True,False
33 GORGEOUS NAIL DESIGNS FOR YOU,365,460,804951,32,6,0,5,0,2,5.333333333333333,1,1,0.7,False,False,False,True,False
29 HAIR HACKS THAT REALLY WORK,365,769,3115787,30,6,0,5,0,1,5.0,1,1,0.2,True,False,False,True,False
29 CLEVER SCHOOL TRICKS,365,660,7846806,23,4,0,3,0,0,5.75,1,1,0.1666666666666666,False,False,False,True,False
KINDNESS IS SO SIMPLE,365,674,4128975,21,4,0,4,0,2,5.25,0,0,0.0,False,False,False,True,False
34 CUTE WAYS TO GET INTO THE CHRISTMAS SPIRIT || GINGERBREAD HOUSE CHALLENGE,365,811,840207,76,13,2,11,0,3,5.846153846153846,1,1,0.5,False,False,False,True,False
30 BODY TRICKS ONLY 1% OF PEOPLE CAN DO || CAN YOU?,365,900,1179764,51,12,4,9,0,5,4.25,1,1,0.0,False,False,False,True,False
35 EASY WAYS TO IMPROVE YOUR SHOES || SMART GIRLY HACKS,365,960,4834204,55,11,2,9,0,2,5.0,1,1,0.3238095238095238,True,False,False,True,False
41 EASY BUT COOL GLUE GUN CRAFTS,365,899,3789672,32,7,0,6,0,1,4.571428571428571,1,1,0.3916666666666666,False,False,False,True,False
35 CRAZY FOOD IDEAS THAT WILL BLOW YOUR MIND,365,842,4340828,44,9,0,8,0,3,4.888888888888889,1,1,-0.6,False,False,True,True,False
39 ABSOLUTELY FUN AND EASY DIY PARTY IDEAS,365,860,12769618,42,8,0,7,0,1,5.25,1,1,0.3666666666666667,False,False,True,True,False
27 GENIUS HACKS TO MAKE YOUR LIFE EASIER,365,852,5836775,40,8,0,7,0,2,5.0,1,1,0.0,True,True,False,True,False
39 GIRLY HACKS || BEAUTY AND MAKEUP FAILS AND TRICKS,365,892,4017839,52,10,2,8,0,2,5.2,1,1,-0.5,True,False,False,True,False
40 SMART LIFE HACKS YOU NEED TO KNOW,365,900,1113184,36,8,0,7,0,2,4.5,1,1,0.2142857142857142,True,True,False,True,False
33 CRAZY HOME DECOR IDEAS YOU CAN DIY,365,813,4135215,37,8,0,7,0,2,4.625,1,1,-0.6,False,False,True,True,False
100 GENIUS LIFE HACKS AND TRICKS TO MAKE YOU PRO IN ANYTHING LIVE,365,3660,4146459,65,13,0,12,0,4,5.0,1,1,0.1363636363636363,True,True,False,True,False
32 BEAUTY IDEAS YOU WON'T BELIEVE ARE REAL,365,849,1284253,42,8,1,7,0,3,5.25,1,1,0.2,False,False,True,True,False
25 CUTE DIY SOAP IDEAS FOR EVERYONE,365,638,3155122,35,7,0,6,0,1,5.0,1,1,0.5,False,False,True,True,False
35 CLOTHES HACKS AND FAILS || FASHION IDEAS FOR GIRLS,365,845,703920,53,10,2,8,0,2,5.3,1,1,-0.5,True,False,True,True,False
"38 AMAZING DIYs AND CRAFTS YOU CAN MAKE AT HOME IN 5 MINUTES || Clay, Glitter, Wire Craft Ideas",365,841,1777500,95,19,4,10,0,5,5.0,1,1,0.6000000000000001,False,False,True,False,False
31 EASY FOOD HACKS FROM PROFESSIONAL CHEFS,365,865,1018111,42,7,0,6,0,1,6.0,1,1,0.2666666666666666,True,False,False,True,False
36 EASY WAYS TO CUSTOMIZE YOUR PHONE || GADGET HACKS AND DIYs,365,771,1593070,61,12,2,9,0,3,5.083333333333333,1,1,0.4333333333333333,True,False,False,False,False
40 COOL AND EASY DIY IDEAS,365,581,941990,26,6,0,5,0,1,4.333333333333333,1,1,0.3916666666666666,False,False,True,True,False
33 GENIUS IDEAS TO HELP YOU SAVE THOUSANDS,365,872,2710010,42,8,0,7,0,2,5.25,1,1,0.0,False,False,True,True,False
34 CRAZY HACKS FOR A PERFECT PHOTO,365,861,1681639,34,7,0,6,0,2,4.857142857142857,1,1,0.2,True,False,False,True,False
34 SIMPLE EGG RECIPES FOR EVERYONE,365,960,7020400,34,6,0,5,0,1,5.666666666666667,1,1,0.0,False,False,False,True,False
43 EASY KITCHEN TRICKS FOR YOUR FAVOURITE FOOD,365,900,2182819,46,8,0,7,0,2,5.75,1,1,0.4333333333333333,False,False,False,True,False
35 SATISFYING RECIPES THAT ARE SO YUMMY,365,899,807894,39,7,0,6,0,3,5.571428571428571,1,1,0.5,False,False,False,True,False
38 GENIUS LIFE HACKS FOR EVERY SITUATION,365,852,678514,40,7,0,6,0,1,5.714285714285714,1,1,0.0,True,True,False,True,False
36 SECRET GADGET TRICKS YOU NEED TO KNOW,365,891,6063347,40,8,0,7,0,2,5.0,1,1,-0.4,False,False,False,True,False
35 TIME-SAVING COOKING HACKS,365,960,725839,28,4,1,3,0,0,7.0,1,1,0.0,True,False,False,True,False
39 CAMPING HACKS YOU CAN USE EVERY DAY,365,875,1051286,38,8,0,7,0,2,4.75,1,1,0.0,True,False,False,True,False
25 WEIRD MANICURE AND NAIL ART IDEAS YOU NEED TO SEE,365,797,651924,52,11,0,10,0,3,4.727272727272728,1,1,-0.5,False,False,True,True,False
40 FUNNY TRICKS AND PRANKS TO KNOCK YOUR SOCKS OFF,365,894,5506152,50,10,0,9,0,4,5.0,1,1,0.25,False,False,False,True,False
33 TRICKS THAT WILL CHANGE YOUR LIFE,365,880,860963,36,7,0,6,0,3,5.142857142857143,1,1,0.0,False,True,False,True,False
30 HOLY GRAIL HACKS THAT WILL SAVE YOUR MONEY,365,900,1907108,45,9,0,8,0,3,5.0,1,1,0.0,True,False,False,True,False
GIRLY HACKS || 35 Beauty Tricks And Struggles,365,846,4166205,45,8,2,2,0,1,5.625,1,0,0.0,True,False,False,False,False
36 USEFUL SCHOOL HACKS YOU WISH YOU KNEW BEFORE,365,865,780070,47,9,0,8,0,3,5.222222222222222,1,1,0.3,True,False,False,True,False
39 MUST-KNOW HAIR HACKS,365,1080,2042704,23,4,1,3,0,0,5.75,1,1,0.0,True,False,False,True,False
101 FUN DIY SCHOOL SUPPLIES AND HACKS LIVE,365,2940,444478,42,8,0,7,0,1,5.25,1,1,0.2181818181818181,True,False,False,True,False
35 AMAZING PHOTO HACKS YOU HAVE TO TRY,365,786,259570,38,8,0,7,0,3,4.75,1,1,0.6000000000000001,True,False,False,True,False
"32 SWEET DIY HACKS FOR EVERYONE || GLAZING, FOOD DECOR AND COOKING TRICKS",365,867,939518,73,13,3,11,0,2,5.615384615384615,1,1,0.35,True,False,False,True,False
42 CLEVER TRAVEL HACKS TO MAKE YOUR HOTEL FEEL LIKE HOME,365,769,2682344,56,11,0,10,0,2,5.090909090909091,1,1,0.1666666666666666,True,False,False,True,False
COOL GIRLY BEAUTY HACKS || Clever Makeup And Hair Ideas,365,682,931698,55,10,2,4,0,1,5.5,0,0,0.2583333333333333,True,False,True,False,False
36 SCHOOL LIFE HAVE YOU DIDN'T KNOW,365,629,2843237,35,7,1,6,0,3,5.0,1,1,0.0,False,True,False,True,False
36 CREATIVE DIY PHONE CASES,365,584,1278424,27,5,0,4,0,0,5.4,1,1,0.5,False,False,False,True,False
35 SMART AND UNUSUAL EVERYDAY LIFE HACKS || Hack Your Life,365,960,14268931,58,11,2,6,0,2,5.2727272727272725,1,1,0.0714285714285714,True,True,False,False,False
38 CLEVER WAYS TO USE REGULAR ITEMS IN YOUR HOUSE,365,780,15103647,49,10,0,9,0,3,4.9,1,1,0.0833333333333333,False,False,False,True,False
36 SPLENDID HACKS FOR ANY KIND OF TROUBLE,365,808,12412773,41,8,0,7,0,3,5.125,1,1,0.4111111111111111,True,False,False,True,False
36 COOL TRICKS FOR ANYONE,365,888,599651,25,5,0,4,0,1,5.0,1,1,0.35,False,False,False,True,False
33 BRILLIANT DIY DECOR IDEAS FOR YOUR HOME,365,1020,4115905,42,8,0,7,0,2,5.25,1,1,0.9,False,False,True,True,False
35 BEST PHONE HACKS EVER,365,443,2036541,24,5,0,4,0,0,4.8,1,1,1.0,True,False,False,True,False
100 SECRET RECIPES FOR YOU LIVE,365,3600,1683703,31,6,0,5,0,2,5.166666666666667,1,1,-0.1318181818181818,False,False,False,True,False
27 CHOCOLATE IDEAS ANYONE CAN MAKE,365,879,860786,34,6,0,5,0,1,5.666666666666667,1,1,0.0,False,False,True,True,False
41 COLORFUL BATHROOM IDEAS,365,724,1372045,26,4,0,3,0,0,6.5,1,1,0.3,False,False,True,True,False
35 HILARIOUS HACKS THAT ARE ACTUALLY HELPFUL || Clever Tips And Gadgets To Solve All Your Problems,365,794,11371565,98,17,2,6,0,6,5.764705882352941,1,1,0.2222222222222222,True,False,False,False,False
33 GIRLY AND BEAUTY IDEAS || HANDY MAKEUP AND HAIR HACKS,365,801,626740,56,11,2,9,0,2,5.090909090909091,1,1,0.6,True,False,True,True,False
35 FOOD TRICKS YOU DIDN'T KNOW BEFORE,365,805,1399672,37,7,1,6,0,3,5.285714285714286,1,1,0.0,False,False,False,True,False
100 COOKING HACKS THAT WILL SURPRISE YOU LIVE,365,3720,5983966,45,8,0,7,0,3,5.625,1,1,0.1363636363636363,True,False,False,True,False
36 REALLY USEFUL CAMPING AND TRAVEL HACKS,365,900,5183158,41,7,0,6,0,1,5.857142857142857,1,1,0.3,True,False,False,True,False
39 BRILLIANT HACKS TO MAKE YOUR LIFE EASIER,365,838,992483,43,8,0,7,0,2,5.375,1,1,0.9,True,True,False,True,False
30 CEMENT IDEAS THAT ARE SO COOL,365,900,7330094,32,7,0,6,0,3,4.571428571428571,1,1,0.35,False,False,True,True,False
29 EASY AND FUN DIY PLAYHOUSES YOU CAN MAKE TODAY FOR YOUR KIDS,365,800,2509540,63,13,0,12,0,5,4.846153846153846,1,1,0.3666666666666667,False,False,False,True,False
25 COLORFUL DIY SOAP CREATIONS THAT ARE SO EASY TO MAKE,365,700,1137449,55,11,0,10,0,4,5.0,1,1,0.3666666666666667,False,False,False,True,False
34 SIMPLE DIYS TO MAKE YOUR PHONE LOOK BRILLIANT,365,569,1618362,48,9,0,8,0,2,5.333333333333333,1,1,0.45,False,False,False,True,False
37 SCHOOL HACKS YOU WISH YOU KNEW SOONER,365,839,8289955,40,8,0,7,0,2,5.0,1,1,0.0,True,False,False,True,False
34 YUMMY RECIPES YOU HAVE TO TRY,365,825,1548825,32,7,0,6,0,3,4.571428571428571,1,1,0.0,False,False,False,True,False
32 CREATIVE DIYS AND CRAFTS,365,885,666317,27,5,0,4,0,1,5.4,1,1,0.5,False,False,False,True,False
33 GENIUS HACKS FOR EVERYDAY SITUATIONS,365,900,1029459,39,6,0,5,0,1,6.5,1,1,-0.2,True,False,False,True,False
29 SATISFYING GRADIENT PAINTING TECHNIQUES,365,745,729100,42,5,0,4,0,0,8.4,1,1,0.5,False,False,False,True,False
31 DIY CLOTHES HACKS FOR SMART PARENTS,365,882,2414190,38,7,0,6,0,1,5.428571428571429,1,1,0.2142857142857142,True,False,False,True,False
34 CHEAP YET AMAZING DIY IDEAS TO HELP YOU LOOK COOL,365,476,6022260,52,11,0,10,0,2,4.727272727272728,1,1,0.45,False,False,True,True,False
35 AMAZING LIFE HACKS AND DIYs YOU HAD NO IDEA ABOUT,365,728,29569747,52,11,0,9,0,5,4.727272727272728,1,1,0.6000000000000001,True,True,False,False,False
23 EASY NAIL IDEAS YOU HAVE NEVER TRIED BEFORE,365,481,1261477,46,9,0,8,0,3,5.111111111111111,1,1,0.4333333333333333,False,False,True,True,False
29 AWESOME CRAFTS WITH DIY SCHOOL SUPPLIES,365,655,6282639,42,7,0,6,0,1,6.0,1,1,1.0,False,False,False,True,False
35 SMART WAYS TO EAT YOUR FAVORITE FOOD,365,669,5078066,39,8,0,7,0,2,4.875,1,1,0.3571428571428571,False,False,False,True,False
32 EASY KITCHEN HACKS AND TRICKS,365,900,2558410,32,6,0,5,0,1,5.333333333333333,1,1,0.4333333333333333,True,False,False,True,False
101 SMART LIFE HACKS FOR ANY OCCASION,365,3720,7849344,37,7,0,6,0,2,5.285714285714286,1,1,0.2142857142857142,True,True,False,True,False
27 AMAZING HANDMADE JEWELRY IDEAS,365,532,4090656,33,5,0,4,0,0,6.6,1,1,0.6000000000000001,False,False,True,True,False
32 ORGANIZING AND DECORATING HACKS FOR YOUR BEDROOM,365,708,6313182,51,8,0,7,0,3,6.375,1,1,0.0,True,False,False,True,False
34 CRAZY EXPERIMENTS WITH FOOD,365,884,939520,30,5,0,4,0,1,6.0,1,1,-0.6,False,False,False,True,False
33 TOTALLY COOL HOME REPAIR TRICKS,365,892,2809073,34,6,0,5,0,0,5.666666666666667,1,1,0.35,False,False,False,True,False
30 SHOCKING TRICKS ADVERTISERS USE TO MAKE FOOD LOOK DELICIOUS,365,737,13442037,62,10,0,9,0,1,6.2,1,1,0.0,False,False,False,True,False
31 COOL AND SCARY HALLOWEEN MAKEUP AND DECOR IDEAS,365,900,9254668,50,9,0,8,0,2,5.555555555555555,1,1,-0.075,False,False,True,True,False
33 KITCHEN HACKS THAT WILL MAKE YOU LOVE COOKING,365,888,10810988,48,9,0,8,0,3,5.333333333333333,1,1,0.5,True,False,False,True,False
31 SIMPLE EXPERIMENTS THAT WILL SURPRISE YOU,365,742,22613462,44,7,0,6,0,3,6.285714285714286,1,1,0.0,False,False,False,True,False
35 COOL TRICKS YOU DIDN'T KNOW YOUR BODY CAN DO,365,653,1138211,47,10,1,9,0,5,4.7,1,1,0.35,False,False,False,True,False
35 CHEAP AND COZY DIY HOME DECOR IDEAS,365,802,1707850,38,8,0,7,0,1,4.75,1,1,0.1,False,False,True,True,False
Hack Your Life: EASY COOKING TRICKS FROM PROFESSIONAL CHEFS || Kitchen Hacks And Quick Recipes,365,854,1134050,94,15,3,6,0,3,6.266666666666667,0,0,0.2888888888888889,True,True,False,False,False
31 SPOOKY HALLOWEEN MAKEUP AND SCARY DIY COSTUMES,365,844,7187791,49,8,0,7,0,1,6.125,1,1,-0.5,False,False,False,True,False
34 CRAZY COOL DIY PHONE CASES,365,768,4960990,29,6,0,5,0,0,4.833333333333333,1,1,-0.125,False,False,False,True,False
42 COOL AND FAST DIY PROJECTS TO TRY AT HOME,365,859,1115051,44,10,0,9,0,3,4.4,1,1,0.275,False,False,False,True,False
40 INCREDIBLE KITCHEN TOOLS YOU NEVER KNEW YOU NEEDED,365,789,5201798,53,9,0,8,0,2,5.888888888888889,1,1,0.9,False,False,False,True,False
"37 DIY IDEAS TO ROCK IN ANY SITUATION || Easy Life Hacks, Clever Gadgets To Solve All Your Problems",365,737,3399335,99,19,3,7,0,6,5.2105263157894735,1,1,0.3,True,True,True,False,False
"39 LAZY GIRL BEAUTY HACKS || Makeup Tricks, DIY Beauty Ideas And Fails",365,711,1451115,70,13,3,5,0,1,5.384615384615385,1,1,-0.375,True,False,True,False,False
37 VIRAL HOME SCIENCE TRICKS TESTED,365,881,475959,35,6,0,5,0,0,5.833333333333333,1,1,0.0,False,False,False,True,False
36 NATURAL IDEAS FOR BEAUTIFUL SKIN,365,828,1775555,35,6,0,5,0,1,5.833333333333333,1,1,0.475,False,False,True,True,False
35 INSANE LIFE HACKS FOR ANY OCCASION || Avocado Hacks,365,900,730814,54,10,2,6,0,2,5.4,1,1,-1.0,True,True,False,False,False
41 COOL HACKS TO UPGRADE YOUR STUFF AND LOOK YOUR BEST,365,826,3129375,54,11,0,10,0,4,4.909090909090909,1,1,0.675,True,False,False,True,False
35 GENIUS GARDEN HACKS THAT ACTUALLY WORK,365,770,1821573,41,7,0,6,0,1,5.857142857142857,1,1,0.0,True,False,False,True,False
40 SIMPLE FOOD IDEAS YOU HAVE TO TRY,365,900,1075063,36,8,0,7,0,3,4.5,1,1,0.0,False,False,True,True,False
100 BEAUTY HACKS TO SPEED UP YOUR DAILY ROUTINE,365,3600,1035743,47,9,0,8,0,3,5.222222222222222,1,1,0.0,True,False,False,True,False
38 SCHOOL HACKS YOU WISH YOU KNEW SOONER,365,881,698009,40,8,0,7,0,2,5.0,1,1,0.0,True,False,False,True,False
30 Emojis We Have Been Using Wrong Until This Moment || Phone Hacks And Tricks,365,825,2530789,78,15,2,0,0,6,5.2,1,1,-0.5,True,False,False,False,False
41 SMART AND SIMPLE LIFE HACKS TO CREATE NEW DECOR THINGS,365,802,619381,57,11,0,10,0,2,5.181818181818182,1,1,0.1168831168831168,True,True,False,True,False
38 CRAZY WAYS TO FIX ANYTHING AROUND YOU THAT WORK,365,706,1615786,50,10,0,9,0,3,5.0,1,1,-0.6,False,False,False,True,False
WE TESTED VIRAL INTERNET HACKS AND HERE IS WHAT WE'VE GOT,365,867,4626412,57,11,1,11,0,5,5.181818181818182,0,0,0.0,True,False,False,True,False
37 GENIUS HACKS TO SPEED UP YOUR DAILY ROUTINE,365,683,1137014,46,9,0,8,0,3,5.111111111111111,1,1,0.0,True,False,False,True,False
39 CLEVER HACKS TO MAKE YOUR LIFE EASIER,365,778,2969291,40,8,0,7,0,2,5.0,1,1,0.1666666666666666,True,True,False,True,False
35 FUNNY THINGS YOU CAN RELATE TO,365,656,4231177,33,7,0,6,0,3,4.714285714285714,1,1,0.25,False,False,False,True,False
40 EGG COOKING TRICKS AND TIPS TO MAKE YOUR LIFE EASIER,365,876,851843,55,11,0,10,0,3,5.0,1,1,0.0,False,True,False,True,False
43 CRAZY LIFE HACKS TO SOLVE ALL YOUR PROBLEMS,365,837,2228175,46,9,0,8,0,3,5.111111111111111,1,1,-0.6,True,True,False,True,False
45 QUICK MICROWAVE RECIPES TO MAKE IN ONE MINUTE,365,767,885054,48,9,0,8,0,2,5.333333333333333,1,1,0.3333333333333333,False,False,False,True,False
25 VIRAL DESSERT RECIPES YOU CAN MAKE AT HOME,365,657,1739234,45,9,0,8,0,3,5.0,1,1,0.0,False,False,False,True,False
44 CRAZY LIFE HACKS THAT ACTUALLY WORK,365,807,2448142,38,7,0,6,0,1,5.428571428571429,1,1,-0.3,True,True,False,True,False
40 SIMPLE HACKS THAT'LL TAKE YOUR LIFE TO A WHOLE NEW LEVEL,365,851,2228141,59,12,1,11,0,4,4.916666666666667,1,1,0.1121212121212121,True,True,False,True,False
40 FANTASTIC DIY TRICKS FOR BEGINNERS,365,662,812296,37,6,0,5,0,1,6.166666666666667,1,1,0.4,False,False,False,True,False
38 BEST CHOCOLATE RECIPES YOU`VE EVER SEEN,365,811,2593072,42,7,1,6,0,0,6.0,1,1,1.0,False,False,False,True,False
35 AMAZING DIY WALL DECOR IDEAS TO TRANSFORM YOUR BORING WALLS,365,900,974055,62,11,0,10,0,2,5.636363636363637,1,1,-0.1999999999999999,False,False,True,True,False
38 SMART HACKS EVERY GIRL SHOULD KNOW ABOUT || Beauty And Makeup Secrets,365,832,2581372,72,13,2,7,0,3,5.538461538461538,1,1,0.2142857142857142,True,False,False,False,False
"45 EASY CRAFT IDEAS WITH THINGS YOU HAVE AT HOME RIGHT NOW || Pool Noodles, Cardboard Boxes And More",730,827,844981,100,19,3,11,0,7,5.2631578947368425,1,1,0.4063492063492064,False,False,True,False,False
29 CLEVER KITCHEN HACKS,730,567,1343104,23,4,0,3,0,0,5.75,1,1,0.1666666666666666,True,False,False,True,False
44 EASY LIFE HACKS EVERYONE MUST KNOW,730,594,960986,37,7,0,6,0,0,5.285714285714286,1,1,0.4333333333333333,True,True,False,True,False
33 UNBELIEVABLE BEAUTY IDEAS,730,579,2462268,28,4,0,3,0,0,7.0,1,1,-0.25,False,False,True,True,False
30 UNUSUAL YET DELICIOUS WAYS TO COOK FOOD,730,900,691290,42,8,0,7,0,1,5.25,1,1,0.6,False,False,False,True,False
33 SPOOKY CRAFTS FOR HALLOWEEN,730,561,2060355,30,5,0,4,0,1,6.0,1,1,0.0,False,False,False,True,False
30 BRILLIANT BEAUTY TRICKS TO MAKE YOU GORGEOUS,730,576,1282232,47,8,0,7,0,2,5.875,1,1,0.8,False,False,False,True,False
28 NAIL ART IDEAS EVERY GIRL SHOULD TRY,730,572,7604711,39,8,0,7,0,1,4.875,1,1,0.0,False,False,True,True,False
45 INCREDIBLE PASTRY RECIPES,730,785,832399,28,4,0,3,0,0,7.0,1,1,0.9,False,False,False,True,False
42 BEST OUT OF WASTE IDEAS,730,726,6972889,26,6,0,5,0,2,4.333333333333333,1,1,0.4,False,False,True,True,False
39 COLORFUL DIY IDEAS UNDER $5,730,808,1921349,30,6,1,4,0,1,5.0,1,1,0.3,False,False,True,True,False
37 HILARIOUS AND EASY DIY PRANKS FOR FRIENDS,730,695,2706501,44,8,0,7,0,2,5.5,1,1,0.4666666666666667,False,False,False,True,False
37 COOKING SECRETS THAT WILL CHANGE YOUR LIFE,730,880,1532808,45,8,0,7,0,3,5.625,1,1,0.0,False,True,False,True,False
41 WAYS TO AVOID UNWANTED SITUATIONS,730,645,1085268,36,6,0,5,0,1,6.0,1,1,0.0,False,False,False,True,False
23 FRESH IDEAS TO DECORATE BORING WALLS,730,808,3579356,39,7,0,6,0,1,5.571428571428571,1,1,-0.35,False,False,True,True,False
38 AWESOME HALLOWEEN IDEAS YOU CAN DIY IN NO TIME,730,730,7780812,49,10,0,9,0,4,4.9,1,1,1.0,False,False,True,True,False
43 AWESOME SCHOOL HACKS YOU WISH YOU KNEW BEFORE,730,885,22635937,48,9,0,8,0,3,5.333333333333333,1,1,1.0,True,False,False,True,False
35 CRAZY COOL MINIATURE CRAFTS,730,623,1317516,30,5,0,4,0,0,6.0,1,1,-0.125,False,False,False,True,False
36 DELICIOUS DIYs THAT ARE ACTUALLY SO COOL,730,900,831790,43,8,0,6,0,3,5.375,1,1,0.675,False,False,False,False,False
37 COOL IDEAS FOR NEW INSTAGRAM PHOTO,730,537,1885341,37,7,0,6,0,1,5.285714285714286,1,1,0.2431818181818181,False,False,True,True,False
25 QUICK AND DELICIOUS MICROWAVE RECIPES,730,641,1824507,40,6,0,5,0,1,6.666666666666667,1,1,0.6666666666666666,False,False,False,True,False
36 SMART HACKS EVERY PARENT SHOULD KNOW,730,960,11368008,39,7,0,6,0,1,5.571428571428571,1,1,0.2142857142857142,True,False,False,True,False
35 COOL CEMENT IDEAS YOU CAN EASILY MAKE AT HOME,730,1260,1202309,48,10,0,9,0,3,4.8,1,1,0.3916666666666666,False,False,True,True,False
33 BRIGHT DIYS AND CRAFTS FOR THE WHOLE FAMILY,730,738,2093329,46,9,0,8,0,3,5.111111111111111,1,1,0.45,False,False,False,True,False
35 KITCHEN TRICKS YOU'LL WANT TO SHARE WITH FRIENDS,730,780,1565656,51,9,1,8,0,3,5.666666666666667,1,1,0.0,False,False,False,True,False
33 USEFUL LIFE HACKS YOU MUST KNOW,730,900,864707,34,7,0,6,0,1,4.857142857142857,1,1,0.3,True,True,False,True,False
39 GENIUS CLEANING LIFEHACKS,730,539,1665297,28,4,0,3,0,0,7.0,1,1,0.0,True,True,False,True,False
36 CRAZY COOL DIYs THAT WILL KNOCK YOUR SOCKS OFF,730,679,2434319,49,10,0,8,0,4,4.9,1,1,-0.125,False,False,False,False,False
34 CRAZY FOOD RECIPES YOU HAVE NEVER TRIED BEFORE,730,854,783074,49,9,0,8,0,3,5.444444444444445,1,1,-0.6,False,False,False,True,False
44 FASHION HACKS AND TIPS TO LOOK COOL EVEN IF YOU ARE NOT,730,670,1447509,58,13,0,12,0,6,4.461538461538462,1,1,0.35,True,False,False,True,False
40 CUTE WAYS TO UPGRADE YOUR DEVICE,730,587,1358872,35,7,0,6,0,2,5.0,1,1,0.5,False,False,False,True,False
37 GREAT KITCHEN HACKS YOU NEVER KNEW YOU NEEDED,730,1080,13092912,48,9,0,8,0,2,5.333333333333333,1,1,0.8,True,False,False,True,False
32 SMART HAIR TOOLS TO SPEED UP YOUR BEAUTY ROUTINE,730,900,1739345,51,10,0,9,0,3,5.1,1,1,0.2142857142857142,False,False,False,True,False
28 EASY TO DO-AT-HOME NAIL ARTS,730,601,1459229,31,6,2,5,0,1,5.166666666666667,1,1,0.4333333333333333,False,False,False,True,False
35 INCREDIBLE HACKS WITH COCA COLA,730,598,4309851,34,6,0,5,0,1,5.666666666666667,1,1,0.9,True,False,False,True,False
38 CLEVER SPY HACKS,730,586,797434,19,4,0,3,0,0,4.75,1,1,0.1666666666666666,True,False,False,True,False
27 DIY FOODS || UNBELIEVABLE FOOD HACKS AND KITCHEN TRICKS,730,730,943394,58,10,2,8,0,1,5.8,1,1,-0.25,True,False,False,True,False
MAKEUP TRANSFORMATIONS || 10 HOLY GRAIL MAKEUP IDEAS YOU WILL FIND USEFUL,730,516,663331,73,12,2,10,0,2,6.083333333333333,1,0,0.3,False,False,True,True,False
37 DELICIOUS IDEAS TO HAVE FUN WITH FRIENDS,730,825,779445,43,8,0,7,0,3,5.375,1,1,0.65,False,False,True,True,False
39 SIMPLE KITCHEN TRICKS TO MAKE YOUR LIFE EASIER,730,900,4892541,49,9,0,8,0,2,5.444444444444445,1,1,0.0,False,True,False,True,False
36 BRILLIANT CLOTHING HACKS TO LOOK COOL EVEN IF YOU'RE NOT,730,547,2783672,59,11,1,10,0,4,5.363636363636363,1,1,0.625,True,False,False,True,False
35 SIMPLE YET USEFUL CAR HACKS NOBODY TOLD YOU ABOUT,730,631,3841325,52,10,0,9,0,2,5.2,1,1,0.15,True,False,False,True,False
33 SECRET BEAUTY HACKS EVERY MAN WILL FIND USEFUL,730,763,2121984,49,9,0,8,0,1,5.444444444444445,1,1,-0.05,True,False,False,True,False
38 SMART CLEANING TIPS TO SAVE YOUR TIME AND HASSLE,730,727,4354069,51,10,0,9,0,3,5.1,1,1,0.2142857142857142,False,False,False,True,False
35 BEAUTIFUL DECOR DIYS FROM EVERYDAY THINGS,730,782,381923,44,7,0,6,0,1,6.285714285714286,1,1,0.3249999999999999,False,False,False,True,False
40 AMAZING GLUE GUN CRAFTS YOU HAVE TO TRY,730,1020,1329826,42,9,0,8,0,3,4.666666666666667,1,1,0.6000000000000001,False,False,False,True,False
29 AWESOME TOOLS TO HELP YOU STAY BEAUTIFUL,730,960,12229379,43,8,0,7,0,2,5.375,1,1,0.925,False,False,False,True,False
43 GENIUS LIFE HACKS FOR AN EASY LIFE,730,1020,11673546,37,8,0,7,0,2,4.625,1,1,0.4333333333333333,True,True,False,True,False
40 LIFE HACKS THAT MAY SAVE YOUR LIFE ONE DAY,730,606,2528928,45,10,0,9,0,2,4.5,1,1,0.0,True,True,False,True,False
36 EASY WAYS TO PRESENT FOOD LIKE A PRO,730,642,782400,39,9,0,8,0,2,4.333333333333333,1,1,0.2166666666666666,False,False,False,True,False
33 FUNNY THINGS ABOUT PREGNANCY || HOW DOES IT FEEL TO BE A MOM AND A DAD,730,539,5902164,73,17,2,15,0,9,4.294117647058823,1,1,0.25,False,False,False,True,False
43 BRILLIANT IDEAS FOR PERFECT VACATIONS,730,878,23037109,40,6,0,5,0,1,6.666666666666667,1,1,0.95,False,False,True,True,False
FAKE Internet VS Reality || 24 SECRET HACKS TO MAKE YOU AN INSTAGRAM STAR,730,577,5574098,73,14,2,10,0,3,5.214285714285714,1,0,-0.45,True,False,False,False,False
33 GENIUS FOOD HACKS THAT WILL MAKE YOUR LIFE EASIER,730,761,643153,52,10,0,9,0,3,5.2,1,1,0.0,True,True,False,True,False
